Unnamed: 0,STT,SMILES,CID,AVG_IC50_uM,FIRST_LABEL,FINAL_LABEL,DUPLICATE_COUNTS
613,613,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,53340666,0.1934,Active,1.0,5
280,280,COC1=CC=C(C=C1)NC(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,155547606,0.53,Active,1.0,2
541,541,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNCC3=NC(=NO3)C4=CN=CC=C4,118735154,8.37,Active,0.0,1
99,99,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CCC(N=C2OC)C)NC(=O)[C@H]3CC34CCN(CC4)CC,162663227,0.0014,Active,1.0,1
669,669,CC(=O)CCCCCC(C(=O)NC1=NC(=CS1)C2=CC=CC=C2)NC3CCCCN3C,44456965,0.17,Active,1.0,1
587,587,COC1=CC=C(C=C1)C2=NN(C=C2C=CC(=O)NC3=CC=C(C=C3)Cl)C4=CC=CC=C4,70694591,2.36,Active,0.0,1
236,236,C1=CC(=CC=C1N2C=C(C=N2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,156010930,2.1805,Active,0.0,2
396,396,CC1=CC(=NN1CC2=CC=C(C=C2)C(=O)NO)C3=CC4=C(C=C3)OCO4,145987732,0.04,Active,1.0,1
446,446,COC1=CC=CC(=C1)N2C(=NC(=N2)C(=O)NCC(=O)NO)C3=CC(=C(C(=C3)OC)OC)OC,145952135,0.263,Active,1.0,1
354,354,C1=CC(=CC=C1CN)NC(=O)N(CCCCO)CC2=CC=C(C=C2)C(=O)NO,154699463,0.176,Active,1.0,1
364,364,CC1=CC(=CC(=C1OCCOCC2=CC=C(C=C2)/C=C/C(=O)NO)C)C3=NC4=C(C5=C(S4)CN(CC5)C)C(=O)N3,152636346,0.085,Active,1.0,1
584,584,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=CC=C2,71462653,3.598,Active,0.0,2
472,472,C[C@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,142489312,2.8,Active,0.0,1
516,516,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=CC(=C4)/C=C/C(=O)NO,137487427,3.0,Active,0.0,1
427,427,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)C(=O)NO)C(F)(F)F,145967968,0.919,Active,1.0,1
12,12,C1=CC=C(C=C1)N2C(=NN=C2SCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N)C5=CC=NC=C5,164623524,8.39,Active,0.0,1
186,186,C1=CC=C2C(=C1)C(=C(N2)C3=C(N(C4=C3C=C(C=C4)Br)CC5=CC=C(C=C5)C(=O)NO)O)N=O,156901833,0.075,Active,1.0,1
647,647,CC1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)NO,46190823,2.78,Active,0.0,1
672,672,C1=CC=C(C=C1)NC(=O)C(CCCCCC(=O)NO)OC2=CC=CC(=C2)OC3=CC=CC=C3,44443718,0.5,Active,1.0,1
703,703,CCCCCCCC(=O)SCCC=CC1CC(=O)NCC2=NC(=CS2)C3=NC(CS3)(C(=O)NC(C(=O)O1)C(C)C)C,24757913,1.52,Active,0.0,1
260,260,CC(C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N)NC3=CC=CC=C3,155560779,7.0,Active,0.0,1
372,372,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CCC(F)(F)F,147125573,0.0131,Active,1.0,1
333,333,COC1=CC=C(C=C1)SCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N,155518496,0.205,Active,1.0,1
153,153,COC1=NC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC=C(C=C4)C(=O)NO,162652310,0.8,Active,1.0,1
619,619,C1C2C(C2NCC3=CC=C(C=C3)Cl)CN1C4=NC=C(C=N4)C(=O)NO,49856931,0.014,Active,1.0,1
304,304,CN1C(=O)C2=C(C=C(C=C2)OC)N=C1SCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N,155537008,0.16,Active,1.0,1
200,200,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CCC45CCN(CC5)CC,156019746,0.0092,Active,1.0,1
741,741,C1=CC2=C(C=CC(=C2)NC(=O)C(CCCCCN(C=O)O)C(=O)NC3=CC4=C(C=C3)N=CC=C4)N=C1,9848223,0.27,Active,1.0,1
607,607,COC1=C(C=C(C=C1)S(=O)(=O)N2C=CC3=C2C=CC(=C3)C=CC(=O)NO)OC,53464638,0.0023,Active,1.0,1
78,78,COC1=CC(=C(C=C1)O)C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,162667559,0.76,Active,1.0,1
312,312,CCCCCN(CCC)NC(=O)C=CC1=CC=C(C=C1)CNCCC2=C(NC3=CC=CC=C32)C.C(=O)(C(F)(F)F)O,155530932,7.316,Active,0.0,1
702,702,CC1=C(C2=C(N1)C=CC(=C2)OC)CC(=O)NC(CCCCCC(=O)C)C3=NC4=C(N3)C=C(C=C4)Cl,24853792,0.88,Active,1.0,1
628,628,COC1=CC=C(C=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3,46887379,0.5,Active,1.0,2
42,42,C1=CC=C(C=C1)N2C(=NN=C2SCC3=CC=C(C=C3)C(=O)NO)C4=CC=NC=C4,164609075,9.76,Active,0.0,1
133,133,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCCCCCCC(=O)NO)N=NC5=NC=CS5,162655464,0.0408,Active,1.0,1
517,517,C1=CC=C(C=C1)CC(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,137353182,3.2,Active,0.0,1
428,428,C1=CC(=CC=C1C2=NNC(=C2)C(=O)NCCCCC(=O)NO)F,145967905,0.883,Active,1.0,1
632,632,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=NC=CS3)N,46887333,3.095,Active,0.0,2
250,250,C1CCN(C1)CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(=O)NO,155564870,6.30957,Active,0.0,1
550,550,C1=CC2=C(C=CC(=O)N2)C=C1NC(=O)CCCCCCC(=O)NO,117829479,0.045,Active,1.0,1
751,751,C1=CC=C(C=C1)/C=C/C(=O)NO,5355635,0.457,Active,1.0,1
371,371,C1=CC=C2C(=C1)C(=C3C=CC(=CC3=C2O)C(=O)N=O)O,147254231,4.618,Active,0.0,1
192,192,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNS(=O)(=O)C4=CC=CC(=C4)/C=C/C(=O)NO,156022065,8.48,Active,0.0,1
220,220,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4C[C@@]45CCN(C5)C,156014230,0.0065,Active,1.0,1
445,445,C1C(C1C(=O)NC2=CN=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N)C4=CC=CC=C4,145952295,4.9,Active,0.0,1
421,421,CC1=CC=C(C=C1)C2=CC(=NN2CC3=CC=C(C=C3)C(=O)NO)C,145969789,0.076,Active,1.0,1
770,769,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCC(=O)NO,156018870,0.0,Inactive,0.0,1
486,486,C1CC1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,141728840,0.013,Active,1.0,1
555,555,C1=CC=C(C(=C1)N)NC(=O)CCCCC(=O)NC2=CC\3=C(C=C2)NC(=O)/C3=C\C4=CC=CN4,101882858,3.29,Active,0.0,1
530,530,CCOC1=CC(=CC2=C1OCC(=C2)[N+](=O)[O-])NC(=O)CCCCCCC(=O)NC3=CC=CC=C3N,132576538,0.439,Active,1.0,1
157,157,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=C(C=CC=C4F)N)NC(=O)C5=CN=CS5,162651646,0.4505,Active,1.0,2
558,558,CC1(CC(=O)NC2=C1C=C(C=C2)C(=O)NCC3CCC(CC3)CCC(=O)NO)C,86581435,0.03,Active,1.0,2
272,272,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)C6=CC=C(C=C6)C(=O)NO,155553474,0.874,Active,1.0,1
747,747,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,6918638,0.493,Active,1.0,5
432,432,CC1=NN(C(=C1)C2=CC3=C(C=C2)OCO3)CC4=CC=C(C=C4)C(=O)NO,145967610,0.135,Active,1.0,1
306,306,C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)C(F)(F)F)CC4=CC=C(C=C4)C(=O)NO,155535974,0.84,Active,1.0,1
585,585,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)[N+](=O)[O-])C=CC(=O)NC4=CC=C(C=C4)Br,70696632,0.55,Active,1.0,1
102,102,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=C(C=C2)NC4=CC=CC=C43)NC(=O)[C@H]5CC56CCN(CC6)C,162662773,0.0011,Active,1.0,1
52,52,COC1=CC=C(C=C1)CNC2=C3C=CN(C3=NC(=N2)N)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,162674252,0.407,Active,1.0,1
156,156,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2NCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N,162651670,1.47,Active,0.0,1
430,430,CC1=CC=C(C=C1)C2=NN(C(=C2)C(F)(F)F)CC3=CC=C(C=C3)C(=O)NO,145967832,0.047,Active,1.0,1
434,434,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCCCCCCCC(=O)NO,145966738,0.025,Active,1.0,1
97,97,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C(=O)N)NC(=O)C3CN(C3)C,162663519,0.484133333333333,Active,1.0,3
483,483,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCCC(=O)NO)F,141728845,0.234,Active,1.0,2
128,128,C1=CC=C2C(=C1)C(=C3C=C(C=CC3=N2)F)NC4=CC=C(C=C4)C(=O)NO,162656473,0.25,Active,1.0,1
378,378,C1=CC=C(C(=C1)C2=CN=C(N2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,146317418,0.09325,Active,1.0,2
177,177,C1CN(CCC1CN[C@H]2C[C@@H]2C3=CC=CC=C3)CCCC4=CC=C(C=C4)C(=O)NO,162640823,3.95,Active,0.0,1
347,347,CC1=CC(=CC(=C1)SCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N)C,155513116,0.139,Active,1.0,1
110,110,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCCCCC(=O)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,162660382,1.0,Active,0.0,1
581,581,CNC(=O)C1=CC=C(C=C1)C(=O)NO,71574949,1.61,Active,0.0,1
379,379,C1=CC=C(C(=C1)C2=CN=C(N2)[C@H](CCCCCC(=O)C3=COC=N3)N)F,146317396,0.74,Active,1.0,1
191,191,CCC(=O)CCCCC[C@@H](C1=NC=C(O1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C(C)C,156022127,0.0177,Active,1.0,1
408,408,C1=CC(=CC=C1NC(=O)CCCCCCC(=O)NO)N(CCCl)CCCl,145977632,0.24,Active,1.0,1
343,343,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N,155514314,5.4,Active,0.0,1
579,579,C1CC=C(C1)C(=O)NO,71655802,1.79,Active,0.0,1
142,142,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)C(=O)NCCCCCCC(=O)NO)N=NC5=NC=CS5,162653935,0.0988,Active,1.0,1
625,625,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CSC4=CC=CC=C43)N,46887436,10.0,Active,0.0,2
6,6,C/C(=N\O)/C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,164626034,0.33,Active,1.0,1
267,267,C1COCCN1C2=NC(=NC3=C2C=NN3CCCCCCC(=O)NO)C4=CC=C(C=C4)N,155555562,0.0016,Active,1.0,1
603,603,C1=CC=C(C=C1)C=CCN2C=C(C=N2)C=CC(=O)NC3=C(C=C(C=C3)F)N,56650312,9.7,Active,0.0,1
237,237,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCCCCCCCC(=O)NO,156010681,3.03,Active,0.0,1
755,755,COC1=CC=C(C=C1)C2=NN(C=C2C=CC(=O)NC3=CC=C(C=C3)OC)C4=CC=CC=C4,2295078,3.02,Active,0.0,1
400,400,C[Si](CCCCCCC(=O)NC1=CC=CC=C1)(O)O,145983639,6.3,Active,0.0,1
383,383,CC1=C2C(=CC(=N1)C(=O)N(C)CC3=CC=C(C=C3)C(=O)NO)C4=CC=CC=C4N2,145994163,3.06,Active,0.0,1
58,58,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC(=C(C=C2OC)F)F)NC(=O)[C@H]3CC34CCN(CC4)CC,162672989,0.027,Active,1.0,1
232,232,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CC45CCCN(C5)C,156011886,0.0246,Active,1.0,1
712,712,COC1=C(C=C(C=C1)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=CC=CC=C4)N)OC,23648261,0.1,Active,1.0,1
639,639,C1=CC=C(C(=C1)N)NC(=O)CCCCCCC2=NC(=NO2)C3=CC(=CC=C3)[N+](=O)[O-],46203623,5.19,Active,0.0,1
203,203,CCC(=O)CCCCC[C@@H](C1=NN=C(O1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C,156018960,0.0582,Active,1.0,1
551,551,CN1C2=C(C=CC1=O)C=C(C=C2)C(=O)NCCCCCCC(=O)NO,117829462,0.09,Active,1.0,1
284,284,C1COCC2=C1N(C3=CC=CC=C23)CC4=CC=C(C=C4)C(=O)NO,155546486,7.94328,Active,0.0,1
482,482,C1=CC=C(C(=C1)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO)Cl,141728846,0.01,Active,1.0,1
2,2,C1=CC=C2C(=C1)N(C3=C(S2=O)C=CC(=C3)C(F)(F)F)CC4=CC=C(C=C4)C(=O)NO,164627475,2.12,Active,0.0,1
762,762,C1=CC=C(C=C1)CCCC(=O)NO,279980,0.6,Active,1.0,1
447,447,COC1=C(C(=C2C(=C1)C=CN2CCCCOC3=CC=CC(=C3)NC(=O)CCCCCCC(=O)NO)OC)OC,145951170,0.9996,Active,1.0,1
217,217,C1CCC(CC1)(C2=CC=C(C=C2)C3=CNN=C3)C(=O)NC4=CC=C(C=C4)C(=O)NO,156014913,0.01,Active,1.0,1
360,360,CC1=CC(=CC(=C1OCC2=CC=C(C=C2)C(=O)NO)C)C3=NC4=C(C5=C(S4)CN(CC5)C)C(=O)N3,153534004,0.105,Active,1.0,1
46,46,CC1=CN(N=C1CN2CCC(CC2)C3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N)C,162676473,0.6,Active,1.0,1
746,746,CC(C)C(C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,6918801,0.044,Active,1.0,1
225,225,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)CC4CC5(C4)CN(C5)C,156013472,0.0051,Active,1.0,1
18,18,CCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H](C)C4=C(NC5=C4C=C(C=C5)OC)C,164619017,0.21,Active,1.0,2
168,168,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)C3=NOC=C3,162644726,1.14933333333333,Active,0.0,3
228,228,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C(N(N=C2)C3=CC=CC(=C3)NC(=O)CCCCCCC(=O)NO)C)C,156013097,2.36,Active,0.0,1
292,292,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)C6=CC=C(C=C6)/C=C/C(=O)NO,155544266,0.0184,Active,1.0,1
377,377,CN1CC(C1)C(=O)N[C@@H](CCCCCC(=O)C2=NOC=C2)C3=NC=C(O3)C4=CC=CC=C4F,146317434,0.00741,Active,1.0,2
397,397,CC1=CC=C(C=C1)C2=NN(C(=C2)C)CC3=CC=C(C=C3)C(=O)NO,145987492,0.041,Active,1.0,1
227,227,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC6=CN=CC=C6,156013262,0.0039,Active,1.0,1
651,651,C1=CC(=CC=C1C2=NOC(=N2)CCCCCCC(=O)NO)[N+](=O)[O-],46190756,0.23,Active,1.0,1
691,691,COC1=CC=C(C=C1)COC(CCCCCC(=O)NO)C(=O)NC2=CC=C(C=C2)OC,25066350,0.5,Active,1.0,1
328,328,CC1=CC=C(C=C1)CNC(=O)CN(CCCCCC(=O)NC2=CC=CC=C2N)C(=O)C3=CC(=CC(=C3)C)C,155521965,5.03,Active,0.0,1
283,283,CN1CCCC1C2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(=O)NO,155546555,1.99526,Active,0.0,1
722,722,C1=CC(=CC=C1CO)C2=CC=C(C=C2)/C=C/C(=O)NO,15986506,0.22,Active,1.0,1
599,599,C1=CC(=CC=C1NC(=O)CCCCCCC(=O)NO)F,57395788,0.0127,Active,1.0,1
582,582,C1=CC(=CC=C1C(=O)NCCC2=CC=NC=C2)C(=O)NO,71574948,0.341,Active,1.0,1
682,682,C1=CC(=CC=C1/C=C/C=C/C(=O)NO)C2=CC=C(C=C2)C#N,42631048,1.2,Active,0.0,1
93,93,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)NC)NC(=O)C3=CN=CS3,162664608,0.8218,Active,1.0,3
213,213,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)C4CC5(C4)CN(C5)C,156016174,0.0054,Active,1.0,1
258,258,COC1=CC(=CC(=C1OC)OC)C(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,155561445,4.995,Active,0.0,2
337,337,CC1=CC(=C(C(=C1)C)NC(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO)C,155517042,3.25,Active,0.0,2
425,425,C1=CC=C(C=C1)CC2=CC(=NN2CC3=CC=C(C=C3)C(=O)NO)C4=CC=C(C=C4)F,145968824,0.763,Active,1.0,1
291,291,CC1=CC(=CC(=C1)NC(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO)C,155544609,1.33,Active,0.0,2
459,459,CC1=CC=C(O1)C2=NC3=CC(=C(C=C3C(=C2)NCC4=CC=C(C=C4)C(=O)NO)OC)OCCCN5CCCC5,142495304,0.06,Active,1.0,1
620,620,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,49850262,5.9015,Active,0.0,6
106,106,COC1=CC(=C(C=C1)C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5)O,162661061,1.9,Active,0.0,1
115,115,C1=CC=C(C=C1)COC2=CC3=C(C4=CC=CC=C4N=C3C=C2)NC5=CC=C(C=C5)C(=O)NO,162659066,3.5,Active,0.0,1
158,158,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C(=O)N6CCN(CC6)C7=CC=C(C=C7)NC(=O)CCCCCCC(=O)NO,162651274,4.83,Active,0.0,1
772,769,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCCCCCC(=O)NO,156011963,0.0,Inactive,0.0,1
507,507,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC(=CC=C3)C=CC(=O)NO.Cl,137647813,0.00018,Active,1.0,1
36,36,CN1C(=NN=C1SCCCCCC(=O)NO)C2=CC=NC=C2,164611431,0.09,Active,1.0,1
105,105,COC1=CC(=CC(=C1)CNC2=NC(=NC3=C2C=CN3)NCC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)OC,162661379,0.481,Active,1.0,1
395,395,CCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C,145987823,0.85,Active,1.0,1
362,362,CCCN1CCC2(CC1)C[C@@H]2C(=O)N[C@@H](CCCCCC(=O)CC)C3=NC=C(N3)C4=CC5=CC=CC=C5N=C4OC,153084466,0.0103,Active,1.0,1
650,650,C1=CC(=CC=C1C2=NOC(=N2)CCCCCCC(=O)NO)C(F)(F)F,46190820,7.93,Active,0.0,1
204,204,CN(C)S(=O)(=O)C1=CC=C(C2=NON=C12)NCCCCCNC(=O)NCC(=O)NO,156018697,7.58,Active,0.0,1
244,244,C1=CC(=CC=C1N2C=CC(=N2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,155925021,0.743,Active,1.0,2
221,221,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCCCCC(=O)NO,156014152,3.96,Active,0.0,1
246,246,CCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H](C)C4=C(NC5=C4C=C(C=C5)O)C,155907156,1.40675,Active,0.0,4
365,365,CC1=CC(=CC(=C1OCC2=CC=C(C=C2)/C=C/C(=O)NO)C)C3=NC4=C(C5=C(S4)CN(CC5)C)C(=O)N3,151364732,0.097,Active,1.0,1
344,344,C1=CC=C2C=C(C=CC2=C1)C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,155513254,2.375,Active,0.0,2
441,441,C1C(C1NCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N)C4=CC=CC=C4,145957740,0.413,Active,1.0,1
578,578,C1=CC=C(C=C1)CCNC(=O)C2=CC(=CC=C2)C(=O)NO,71680913,7.85,Active,0.0,2
748,748,CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)CC3=CN(C4=CC=CC=C43)OC)CCCCCC(=O)CC,6918328,0.001,Active,1.0,1
642,642,CC1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)NC3=CC=CC=C3N,46203316,0.68,Active,1.0,1
351,351,CCCNNC(=O)C1=CC=C(C=C1)OCC2=CC=CC=C2,155511274,0.1746,Active,1.0,1
249,249,CC(C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N)NC3=CC=CC=C3,155566833,8.3,Active,0.0,1
122,122,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=CC(=C2)F)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162657585,0.0094,Active,1.0,1
617,617,C1COCCN1CCNC(C2=CC=C(C=C2)C=CC(=O)NC3=CC=CC=C3N)C(=O)NC4=CC=C(C=C4)C(F)(F)F,50942502,0.29,Active,1.0,1
406,406,CCN(CC1=CC=NC=C1)C(=S)SCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N,145978932,0.9,Active,1.0,1
663,663,C1=CC(=CC=C1C2=NOC(=N2)CCCCCCC(=O)C(F)(F)F)[N+](=O)[O-],46187886,8.15,Active,0.0,1
164,164,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)C3=CN=CC=C3)C#N)NC(=O)[C@H]4CC45CCN(CC5)C,162647783,0.0445666666666667,Active,1.0,3
711,711,COC1=C(C=C(C=C1)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=CSC=C4)N)OC,23648262,0.06,Active,1.0,1
681,681,C1=CC=C(C=C1)C2=CC=C(C=C2)/C=C/C(=O)NO,42632368,0.82,Active,1.0,1
629,629,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=NC=C3)N,46887378,2.085,Active,0.0,2
643,643,C1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)NC3=CC=CC=C3N,46203315,0.73,Active,1.0,1
239,239,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCCN(C5)C,156009802,0.0185,Active,1.0,1
83,83,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCCCCCCCC(=O)NO)N=NC5=NC=CS5,162666047,0.1352,Active,1.0,1
544,544,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNCC3=NC(=NO3)C4=CC=C(C=C4)[N+](=O)[O-],118735151,0.15,Active,1.0,1
295,295,C1=CC=C2C(=C1)C=CN=C2C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,155543375,3.23,Active,0.0,2
658,658,CC1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)C(F)(F)F,46187891,7.32,Active,0.0,1
70,70,C1=CC2=C(C=C1C3=CSC=C3)NN=C2NC(=O)CCCCCCC(=O)NO,162670742,0.0316,Active,1.0,1
527,527,CCOC1=CC(=CC2=C1OCC(=C2)[N+](=O)[O-])NC(=O)CCCCCC(=O)NC3=C(C=CC(=C3)C4=CC=C(S4)C)N,132576541,1.788,Active,0.0,1
622,622,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC4=CC=CC=C4O3)N,46887475,10.0,Active,0.0,2
98,98,CC1=CC(=CC(=C1OCCCCCC(=O)NO)C)C2=NC3=C(C(=CC(=C3)OC)OC)C(=N2)N4CCN(CC4)C,162663441,0.09732,Active,1.0,1
519,519,C1=CC(=CC=C1CC(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N)C(F)(F)F,137353141,1.3,Active,0.0,1
717,717,CC(=O)CCCCCC(C1=NC=C(N1)C2=CC3=CC=CC=C3C=C2)NC(=O)C4CCN(CC4)C,16049824,0.029,Active,1.0,1
359,359,CC1=CC(=CC(=C1OCCCCCC(=O)NO)C)C2=NC3=C(C4=C(S3)CN(CC4)C)C(=O)N2,153534005,0.058,Active,1.0,1
30,30,C1=CC=C(C=C1)CC2C(=O)N(C(=O)N2CC3=CC=C(C=C3)Cl)CC4=CC=C(C=C4)C(=O)NO,164613902,8.2639,Active,0.0,2
340,340,CC(C)C1C(=O)OC(CC(=O)NCC2=NC(=CS2)C3=NC(CS3)(C(=O)N1)C)C=C(CCS)F,155515488,0.00246,Active,1.0,1
501,501,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,138393067,2.755,Active,0.0,2
