STT,SMILES,CID,AVG_IC50_uM,FIRST_LABEL,FINAL_LABEL,DUPLICATE_COUNTS
238,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C(N(C(=C2)C)C3=CC=CC(=C3)NC(=O)CCCCCCC(=O)NO)C)C,156010365,1.33,Active,Inactive,1
145,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C(=CC=C2)Cl)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162653809,0.034,Active,Active,1
769,CC(C)(C)NC1=C(N=C2N1C=CC=C2)C3=CC(=CC=C3)C4=NC5=C(N4)C=C(C=C5)C6=NOC(=N6)C(F)(F)F,164620433,,Unspecified,Inactive,1
234,CN(C)C1=CC=C(C=C1)C2(CCCC2)C(=O)NC3=CC=C(C=C3)C(=O)NO,156011452,0.049,Active,Active,1
220,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4C[C@@]45CCN(C5)C,156014230,0.0065,Active,Active,1
769,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,11688197,,Unspecified,Inactive,1
769,C1=CC(=CC=C1/C=C/C(=O)NO)C2=CC=NC=C2,42630930,,Unspecified,Inactive,1
132,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=CC=C2F)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162655734,0.37,Active,Active,1
769,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NO,11637884,,Unspecified,Inactive,2
769,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCCCC(=O)NC5=CC=CC=C5N,141504712,,Unspecified,Inactive,1
185,COC1=CC2=C(C=C1)N(C(=C2C3=C(C4=CC=CC=C4N3)N=O)O)CC5=CC=C(C=C5)C(=O)NO,156901834,0.031,Active,Active,1
41,C1=CC2=NC(=CN2C=C1)C3=CC(=CC=C3)C4=NC5=C(N4)C=C(C=C5)C(=NO)N,164609294,0.4,Active,Active,1
606,C1=CC=C(C=C1)CN2C=CC3=C2C=CC(=C3)C=CC(=O)NO,53464639,0.3811,Active,Active,1
108,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)NCCN(C)C)NC(=O)C3=CN=CS3,162660603,0.6827000000000001,Active,Active,3
585,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)[N+](=O)[O-])C=CC(=O)NC4=CC=C(C=C4)Br,70696632,0.55,Active,Active,1
56,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)N3CCOCC3)NC(=O)C4=CN=CS4,162673504,2.219666666666666,Active,Inactive,3
769,CN(C)C1=CC=C(C=C1)C2=CC=C(C=C2)/C=C/C(=O)NO,42630933,,Unspecified,Inactive,1
433,CC1=NN(C(=C1)C2=CC=C(C=C2)F)CC3=CC=C(C=C3)C(=O)NO,145967593,1.974,Active,Inactive,1
769,CC1=CC2=C(C=C1)C3=NCCCN3C(=S)S2,44623152,,Unspecified,Inactive,1
769,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)CNC(=O)C4=CC(=CC=C4)C(=O)NC5=CC=CC=C5N,155527858,,Unspecified,Inactive,1
24,C1=CC=C2C(=C1)N(C3=CC=CC=C3S2)CC4=NC=C(C=C4)C(=O)NO.Cl,164617135,1.962,Active,Inactive,1
634,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CO3)N,46830328,0.9215,Active,Active,2
528,CCOC1=CC(=CC2=C1OCC(=C2)[N+](=O)[O-])NC(=O)CCCCCCC(=O)NC3=C(C=CC(=C3)C4=CC=CC=C4)N,132576540,0.827,Active,Active,1
769,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC,5280953,,Unspecified,Inactive,1
689,C1=CC=C(C=C1)C2=CC=C(C=C2)C=NNC(=O)CCCCCC(=O)NO,25118059,0.0021,Active,Active,1
769,C1CN2C(=N1)C3=C(C(=CC=C3)F)SC2=S,129104402,,Unspecified,Inactive,1
338,CCCNNC(=O)C1=CC=CC(=C1)CNCCC2=C(NC3=CC=CC=C32)C.C(=O)(C(F)(F)F)O,155516139,4.942,Active,Inactive,1
51,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=CC(=C2)C#N)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162674484,0.062,Active,Active,1
769,C1CN2C(=N1)C3=C(C=CC(=C3)F)SC2=S,155515602,,Unspecified,Inactive,1
513,CN(C)CC1=CN(C2=CC=CC=C21)CC3=CC=C(C=C3)C(=O)NO,137634156,6.30957,Active,Inactive,1
769,C1=CC=C(C=C1)CC(CCCC(=O)NC2=CC=CC=C2)CCC(=O)NO,134283796,,Unspecified,Inactive,1
628,COC1=CC=C(C=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3,46887379,0.5,Active,Active,2
264,C1=CC=C2C(=C1)/C(=C/C(=O)NCC3=CC=C(C=C3)C(=O)NC4=C(C=C(C=C4)F)N)/NC2=O,155558567,0.075,Active,Active,1
534,CC(C)N1C=NC2=C(N=C(N=C21)N)NCCCCCCC(=O)NO,127039213,0.154,Active,Active,1
705,C#CCOC1=CC=C(C=C1)/C=N/NC(=O)CCCCCCC(=O)NO,23818230,0.0021,Active,Active,1
677,C1=CC=C2C=C(C=CC2=C1)NC(=O)CCCCCCCN(C=O)O,44359547,0.89,Active,Active,1
493,C1COCCN1C2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,141728811,0.037,Active,Active,1
625,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CSC4=CC=CC=C43)N,46887436,10.0,Active,Inactive,2
769,COC1=CC=C(C=C1)NC(=O)[C@H](CC2=CNC3=CC=CC=C32)NS(=O)(=O)C4=CC=CC(=C4)C(=O)NO,145966533,,Unspecified,Inactive,1
18,CCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H](C)C4=C(NC5=C4C=C(C=C5)OC)C,164619017,0.21,Active,Active,2
710,COC1=C(C=C(C=C1)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=COC=C4)N)OC,23648263,0.07,Active,Active,1
500,C1[C@@H]([C@@H]1C(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N)C4=CC=CC=C4,139325532,2.1,Active,Inactive,1
596,C1=CC=C(C=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,57723146,0.14,Active,Active,1
424,CC1=CC(=NN1CC2=CC=C(C=C2)C(=O)NO)C3=CC=C(C=C3)F,145968985,0.114,Active,Active,1
367,C1=CC=C(C(=C1)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCC(=O)NO)Cl,150496562,0.018,Active,Active,1
83,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCCCCCCCC(=O)NO)N=NC5=NC=CS5,162666047,0.1352,Active,Active,1
61,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCCCCC(=O)NO)OC,162672606,0.0046,Active,Active,1
428,C1=CC(=CC=C1C2=NNC(=C2)C(=O)NCCCCC(=O)NO)F,145967905,0.883,Active,Active,1
272,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)C6=CC=C(C=C6)C(=O)NO,155553474,0.874,Active,Active,1
285,C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)Cl)CC4=CC=C(C=C4)C(=O)NO,155546107,0.29,Active,Active,1
360,CC1=CC(=CC(=C1OCC2=CC=C(C=C2)C(=O)NO)C)C3=NC4=C(C5=C(S4)CN(CC5)C)C(=O)N3,153534004,0.105,Active,Active,1
354,C1=CC(=CC=C1CN)NC(=O)N(CCCCO)CC2=CC=C(C=C2)C(=O)NO,154699463,0.176,Active,Active,1
447,COC1=C(C(=C2C(=C1)C=CN2CCCCOC3=CC=CC(=C3)NC(=O)CCCCCCC(=O)NO)OC)OC,145951170,0.9996,Active,Active,1
278,CC1=C(C2=CC=CC=C2N1)CC(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,155549392,1.885,Active,Inactive,2
12,C1=CC=C(C=C1)N2C(=NN=C2SCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N)C5=CC=NC=C5,164623524,8.39,Active,Inactive,1
182,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,162506561,0.2205666666666667,Active,Active,3
368,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)C4=NOC5(C4)CCN(CC5)C,149682244,0.0052,Active,Active,1
483,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCCC(=O)NO)F,141728845,0.234,Active,Active,2
611,C1=CC(=CC=C1C2=CC(=NO2)C(=O)NCCCCCCC(=O)NO)NC(=O)C3=CC(=CC(=C3)CN=[N+]=[N-])N=[N+]=[N-],53361475,0.78,Active,Active,1
223,CCC(=O)CCCCC[C@@H](C1=NC(=NN1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC,156013627,0.103,Active,Active,1
595,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Br)C=CC(=O)NC4=CC=C(C=C4)Br,70681968,4.87,Active,Inactive,1
694,COC(CCCCCC(=O)NO)C(=O)NC1=CC=CC=C1,25065930,0.5,Active,Active,1
494,C1=CC=C(C=C1)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,141728806,0.019,Active,Active,1
576,COC1=C(C(=C2C(=C1)C=CN2CCOC3=CC=CC(=C3)NC(=O)CCCCCCC(=O)NO)OC)OC,71722010,0.1112,Active,Active,1
652,C1=CC(=CC=C1C2=NOC(=N2)CCCCCCC(=O)NO)Cl,46190755,5.19,Active,Inactive,1
605,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)N2C=CC3=C2C=CC(=C3)C=CC(=O)NO,53464770,0.1893,Active,Active,1
176,COC1=CC=CC(=C1)C2=NC3=C(C=C2)C(=NN3)NC(=O)CCCCCCC(=O)NO,162642885,0.0053,Active,Active,1
769,C1=CC=C(C=C1)NC(=O)C(CCCCCC(=O)NO)OCC2=CC=C(C=C2)Br,25066135,,Unspecified,Inactive,1
687,CCOC(=O)NCC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CS3)N,25155956,0.071,Active,Active,1
582,C1=CC(=CC=C1C(=O)NCCC2=CC=NC=C2)C(=O)NO,71574948,0.341,Active,Active,1
613,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,53340666,0.1934,Active,Active,5
393,CN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC=C3C(=C2)C4=CC=CC=C4N3,145988992,5.63,Active,Inactive,1
163,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=CC=C2F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,162648396,0.608,Active,Active,3
248,CN1C(=O)C2=C(C=C(C=C2)Br)N=C1SCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N,155568767,0.53,Active,Active,1
630,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC4=CC=CC=C4S3)N,46887335,10.0,Active,Inactive,2
769,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)NC3=CC=C(C=C3)Cl)NS(=O)(=O)C4=CC=CC(=C4)C(=O)NO,145969144,,Unspecified,Inactive,1
665,C1=CSC(=C1)C2=NOC(=N2)CCCCCCC(=O)C(F)(F)F,46187719,1.63,Active,Inactive,1
375,C1=CC=C(C=C1)CN2C(=NN=N2)CN(CC3=CC=C(C=C3)C(=O)NO)C(=O)C4=CC=CC=C4C(F)(F)F,146680839,2.26,Active,Inactive,1
412,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCCCCC(=O)NO,145974167,0.68,Active,Active,1
74,COC1=CC=C(C=C1)C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCCCCC(=O)NO,162668875,0.0042,Active,Active,1
113,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC=C(C=C2)C(=O)NC3CCOC3)NC(=O)[C@H]4CC45CCN(CC5)C,162659197,0.062,Active,Active,2
769,CC(=O)C1=CC=CC(=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3,46887437,,Unspecified,Inactive,2
557,CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C2=CC=CC=N2)C3=NC=C(N3)C4=CC=CC=C4,87331269,0.24,Active,Active,1
390,CCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC=C3C(=C2)C4=CC=CC=C4N3,145990399,4.78,Active,Inactive,1
104,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CN=C(N=C2)N3C=C(C=N3)C)NC(=O)[C@H]4CC45CCN(CC5)C,162662124,0.491,Active,Active,1
114,C1CN(CCC12CCN(C2)CC3=CNC4=CC=CC=C43)C5=NC=C(C=N5)C(=O)NO.Cl,162659127,0.0018,Active,Active,1
417,CCCC1=CC(=NN1CC2=CC=C(C=C2)C(=O)NO)C3=CC=C(C=C3)F,145970453,0.362,Active,Active,1
464,CC[C@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,142489328,1.2,Active,Inactive,1
457,CC1=CC=C(O1)C2=NC3=CC(=C(C=C3C(=C2)NC4CCN(CC4)C5=NC=C(C=N5)C(=O)NO)OC)OC,142495358,0.409,Active,Active,1
409,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=CC(=C4)C(=O)NCCCCCC(=O)NO,145976956,0.18,Active,Active,1
92,C1=CC=C(C=C1)C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCCCCC(=O)NO,162664613,0.0131,Active,Active,1
769,CCCCCCC(CCCC(=O)NC1=CC=CC=C1)CCC(=O)NO,134283810,,Unspecified,Inactive,2
89,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CN3C=NC4=C3N=C(N=C4Cl)N,162664919,0.761,Active,Active,1
336,CCCNNC(=O)C=CC1=CC=C(C=C1)CNCCC2=C(NC3=CC=CC=C32)C.C(=O)(C(F)(F)F)O,155517175,0.0495,Active,Active,1
769,C1CN2C(=N1)C3=CC=CC=C3SC2=S,14113324,,Unspecified,Inactive,1
769,CCCCC(CCCC(=O)NC1=CC=CC=C1)CCC(=O)NO,134283792,,Unspecified,Inactive,2
769,C1=CC(=CC=C1C2=NOC(=N2)CCCCCCC(=O)C(F)(F)F)F,122180003,,Unspecified,Inactive,1
602,C1=CNC(=C1)/C=C\2/C3=C(C=CC(=C3)NC(=O)CCCCC(=O)NO)NC2=O,56837168,0.0204,Active,Active,1
590,CC1=CC=C(C=C1)C2=NN(C=C2C=CC(=O)NC3=CC=C(C=C3)Br)C4=CC=CC=C4,70688346,5.02,Active,Inactive,1
758,COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,785232,0.9,Active,Active,1
94,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CN3C=CC4=C(N=C(N=C43)N)NC5=CC(=C(C=C5)F)Cl,162664149,1.46,Active,Inactive,1
11,CNC(=O)CCCCCCCN1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N,164623855,0.0034,Active,Active,1
396,CC1=CC(=NN1CC2=CC=C(C=C2)C(=O)NO)C3=CC4=C(C=C3)OCO4,145987732,0.04,Active,Active,1
530,CCOC1=CC(=CC2=C1OCC(=C2)[N+](=O)[O-])NC(=O)CCCCCCC(=O)NC3=CC=CC=C3N,132576538,0.439,Active,Active,1
43,CN1CCN(CC1)C2=NC(=NC3=C2C=CC(=C3)Cl)C4=CC=C(C=C4)C(=O)NO,163322242,0.3743,Active,Active,1
42,C1=CC=C(C=C1)N2C(=NN=C2SCC3=CC=C(C=C3)C(=O)NO)C4=CC=NC=C4,164609075,9.76,Active,Inactive,1
329,CN(C)C1=CC=C(C=C1)C(=O)N(CCCCCC(=O)NC2=C(C=CC(=C2)F)N)CC(=O)NCC3=CC=CC=C3,155521822,3.06,Active,Inactive,1
167,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCC(=O)NCCCCCCC(=O)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,162644926,0.75,Active,Active,1
769,C1=CC=C(C=C1)C2=CSC(=N2)N3C(=O)C(=C(N3)C4=CC=CC=C4)N=NC5=NC=CS5,3857348,,Unspecified,Inactive,1
769,C1=CC=C(C=C1)CC2=NN(C(=C2)C3=CC=C(C=C3)F)CC4=CC=C(C=C4)C(=O)NO,145986586,,Unspecified,Inactive,1
594,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Br)C=CC(=O)NC4=CC=C(C=C4)Cl,70684090,4.99,Active,Inactive,1
750,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)C=CC(=O)NO,6445533,0.007,Active,Active,1
100,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)C(=O)NCCCCCC(=O)NO)N=NC5=NC=CS5,162662919,0.0875,Active,Active,1
426,CCC1=NN(C(=C1)C2=CC=C(C=C2)F)CC3=CC=C(C=C3)C(=O)NO,145968087,1.503,Active,Inactive,1
178,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=NC=NN3C=C2)NC(=O)[C@H]4CC45CCN(CC5)C,162506897,0.2995,Active,Active,2
444,C1C(C1NCC2=CC=C(C=C2)/C=C/C(=O)NO)C3=CC=CC=C3,145954248,0.025,Active,Active,1
416,C1=CC(=CC=C1CNC(=O)C2=CC(=NN2)C3=CC=C(C=C3)F)C(=O)NO,145970598,0.017,Active,Active,1
643,C1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)NC3=CC=CC=C3N,46203315,0.73,Active,Active,1
769,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC(=CC=C3)[N+](=O)[O-])N,46887435,,Unspecified,Inactive,2
769,COC1=CC=C(C=C1)C2=CC=C(C=C2)/C=C/C=C/C(=O)NO,42631047,,Unspecified,Inactive,1
177,C1CN(CCC1CN[C@H]2C[C@@H]2C3=CC=CC=C3)CCCC4=CC=C(C=C4)C(=O)NO,162640823,3.95,Active,Inactive,1
395,CCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C,145987823,0.85,Active,Active,1
728,CCC(=O)CCCCCC(C1=NC=C(N1)C2=CC=CC=C2)NC(=O)CC3=C(NC4=C3C=C(C=C4)OC)C,11700059,0.059,Active,Active,1
769,CCN1C(=NN=C1SCC2=CC=C(C=C2)C(=O)NO)C3=CC=NC=C3,164619568,,Unspecified,Inactive,1
769,C1CN=C2C3=C(C=C(C=C3)F)SC(=S)N2C1,44623153,,Unspecified,Inactive,1
679,C1CC(CCC1/C=C/C(=O)NO)C2=CC=C(C=C2)O,42632371,0.31,Active,Active,1
383,CC1=C2C(=CC(=N1)C(=O)N(C)CC3=CC=C(C=C3)C(=O)NO)C4=CC=CC=C4N2,145994163,3.06,Active,Inactive,1
769,C1=CSC(=C1)C2=NOC(=N2)CNCC3=CC=C(C=C3)C(=O)NO,46190556,,Unspecified,Inactive,1
629,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=NC=C3)N,46887378,2.085,Active,Inactive,2
257,CC1=C(C(=NO1)C)C2=NC3=C(C4=C(S3)CN(CC4)CC(=O)NC5=CC=CC=C5N)C(=O)N2,155561539,0.352,Active,Active,1
535,C1=CC=C(C=C1)CN2C=NC3=C(N=C(N=C32)Cl)NCCCCCC(=O)NO,127027767,0.056,Active,Active,1
335,CC1=CC(=CC(=C1)CNC(=O)CN(CCCCCC(=O)NC2=CC=CC=C2N)C(=O)C3=CC(=CC(=C3)C)C)C,155517418,4.1,Active,Inactive,1
755,COC1=CC=C(C=C1)C2=NN(C=C2C=CC(=O)NC3=CC=C(C=C3)OC)C4=CC=CC=C4,2295078,3.02,Active,Inactive,1
15,CC[C@H](C)[C@H]1C(=O)N2CCCC[C@@H]2C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1)CC3=CN(C4=CC=CC=C43)OC)CCCCCC(=O)CC,164619879,1.52975,Active,Inactive,4
3,CC(C)(C)OC(=O)NC1=CC=C(C=C1)C2=CC(=NO2)NC(=O)CCCCCCC(=O)NO,164627446,0.252,Active,Active,1
769,C1=CC(=CC=C1CC(=O)NC2=CN=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N)C(F)(F)F,145974558,,Unspecified,Inactive,1
324,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)N(CC3=CC=C(C=C3)C(=O)NO)CC(=O)NCC4=CC=CC=C4,155526258,3.5,Active,Inactive,1
649,C1=CC=C(C(=C1)C2=NOC(=N2)CCCCCCC(=O)NO)Cl,46190821,1.25,Active,Inactive,1
256,CCCNNC(=O)C1=CC=C(C=C1)CNCC2=CC=CC=C2.C(=O)(C(F)(F)F)O,155562145,0.4413,Active,Active,1
542,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNCC3=NC(=NO3)C4=CC=CS4,118735153,4.39,Active,Inactive,1
752,C1=CC=C(C=C1)CCC(=O)NO,4118131,2.72,Active,Inactive,1
222,COC1=NC2=CC=CC=C2C=C1C3=CN=C(N3)[C@H](CCCCCC(=O)C4=NC=CN4)N,156013864,4.9,Active,Inactive,1
179,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=C(C=CC=N3)N=C2)NC(=O)[C@H]4CC45CCN(CC5)C,162506733,0.1265,Active,Active,2
769,COC1=CC(=CC(=C1)COC(CCCCCC(=O)NO)C(=O)NC2=CC=CC=C2)OC,24779723,,Unspecified,Inactive,1
22,CN1C(=NN=C1SCC2=CC=C(C=C2)C(=O)NO)C3=CC=NC=C3,164617449,4.35,Active,Inactive,1
356,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)C4CCC5(CC4)CN(C5)C,153582288,0.0036,Active,Active,1
662,C1=CC=C(C(=C1)C2=NOC(=N2)CCCCCCC(=O)C(F)(F)F)Cl,46187887,1.58,Active,Inactive,1
769,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NNCCN.C(=O)(C(F)(F)F)O,155526247,,Unspecified,Inactive,1
340,CC(C)C1C(=O)OC(CC(=O)NCC2=NC(=CS2)C3=NC(CS3)(C(=O)N1)C)C=C(CCS)F,155515488,0.00246,Active,Active,1
431,CC1=CC=C(C=C1)C2=CC(=NN2CCC3=CC=C(C=C3)C(=O)NO)C(F)(F)F,145967698,0.635,Active,Active,1
548,CC1=CC=C(C=C1)C2=NOC(=N2)CNCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N,118735147,0.56,Active,Active,1
769,CC1=CC2=C(C=C1)C3=NCCN3C(=S)S2,155566461,,Unspecified,Inactive,1
203,CCC(=O)CCCCC[C@@H](C1=NN=C(O1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C,156018960,0.0582,Active,Active,1
626,CC1=CC(=CC=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3,46887381,5.15,Active,Inactive,2
93,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)NC)NC(=O)C3=CN=CS3,162664608,0.8218,Active,Active,3
769,C=CCN1C(=NN=C1SCC2=CC=C(C=C2)C(=O)NO)C3=CC=NC=C3,164619368,,Unspecified,Inactive,1
68,C1=CC2=C(C=C1C3=CC=NC=C3)NN=C2NC(=O)CCCCCCC(=O)NO,162670851,0.0259,Active,Active,1
618,C1C2C(C2NCC3=NC4=C(C=C3)C=C(C=C4)F)CN1C5=NC=C(C=N5)C(=O)NO,49857317,0.004,Active,Active,1
284,C1COCC2=C1N(C3=CC=CC=C23)CC4=CC=C(C=C4)C(=O)NO,155546486,7.94328,Active,Inactive,1
769,CC(C)(C)NC1=C(N=C2N1C=CN=C2)C3=CC(=CC=C3)C4=NC5=C(N4)C=C(C=C5)C6=NOC(=N6)C(F)(F)F,164612605,,Unspecified,Inactive,1
434,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCCCCCCCC(=O)NO,145966738,0.025,Active,Active,1
153,COC1=NC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC=C(C=C4)C(=O)NO,162652310,0.8,Active,Active,1
75,COC1=CC(=CC(=C1)C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCCCCC(=O)NO)OC,162668768,0.0048,Active,Active,1
769,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NN(C)C.C(=O)(C(F)(F)F)O,155552802,,Unspecified,Inactive,1
446,COC1=CC=CC(=C1)N2C(=NC(=N2)C(=O)NCC(=O)NO)C3=CC(=C(C(=C3)OC)OC)OC,145952135,0.263,Active,Active,1
188,CC1=CC2=C(C=C1)N(C(=C2C3=C(C4=CC=CC=C4N3)N=O)O)CC5=CC=C(C=C5)C(=O)NO,156901829,0.021,Active,Active,1
271,CC1=CC(=CC(=C1OCC2=CC(=CC=C2)C(=O)NC3=CC=CC=C3N)C)C4=NC5=C(C6=C(S5)CN(CC6)C)C(=O)N4,155554197,0.86,Active,Active,1
236,C1=CC(=CC=C1N2C=C(C=N2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,156010930,2.1805,Active,Inactive,2
487,COC1=CC=C(C=C1)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,141728831,0.003,Active,Active,1
117,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)C3=CN=CS3,162658869,0.4721,Active,Active,3
769,CS(=O)C1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,162657535,,Unspecified,Inactive,1
512,CN1C=CC2=C(C=CC=C21)CCNS(=O)(=O)C3=CC=C(C=C3)C=CC(=O)NO,137635575,0.00053,Active,Active,1
769,C1CC1C2=CC=CC=C2C(=O)NCCCC[C@@H](C3=NC=C(N3)C4=CC5=CC=CC=C5C=C4)NC(=O)C6=CN=CS6,162653358,,Unspecified,Inactive,1
588,COC1=CC=C(C=C1)C2=NN(C=C2C=CC(=O)NC3=CC=CC=C3)C4=CC=CC=C4,70694590,2.67,Active,Inactive,1
126,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=C(C=C4)CC(=O)NO,162656816,2.07,Active,Inactive,1
116,COC1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,162658937,7.7,Active,Inactive,1
